problem,algo,mean_f,median_f,stdev_f,min_f,max_f,successes_<=1e-6,runs
Rastrigin10,GA,2.7781764910261494e-05,2.1670222622560686e-05,1.8906666144036377e-05,4.264489035676888e-06,7.532059210291209e-05,0,31
Rastrigin10,PSO,3.1453559799340622,2.9848771712798907,1.3372657363157059,1.616484723854228e-10,5.969754342561799,1,31
Rastrigin10,DE,28.782588864396537,29.78923434900368,4.044771122982075,19.58591016798276,35.99260185365276,0,31
