problem,algo,mean_f,median_f,stdev_f,min_f,max_f,successes_<=1e-6,runs
Rosenbrock10,DE,8.991044477508918e-13,7.628131843993669e-13,7.616717268738853e-13,1.140714952224182e-13,3.888303980340652e-12,31,31
Rosenbrock10,PSO,0.34952257484253885,0.3853295825384271,0.18375713448812803,0.0026319775193567,0.6867507379839637,0,31
Rosenbrock10,GA,2.63162328071844,1.5192293779222743,2.3238135196093466,0.0018003463963323,5.5960710592604,0,31
