Instance,Configuration,Mean,Median,Std Dev,Min,Max,Times Best Known,Best Known
kro124,Config1,42039.032258064515,42097.0,583.7277582346164,40296.0,43018.0,0,36230
kro124,Config2,41994.25806451613,41933.0,1051.9686910507805,39673.0,44063.0,0,36230
kro124,Config3,44971.709677419356,45184.0,811.715872487586,42542.0,46079.0,0,36230
